name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Heavy Burst Attack Laser,heavyburst_rem,2,,9000,450,800,,,0,20,12,,,,ENERGY,,640,0.05,0.05,0.2,,,,,,50000,,,,,,,,"energy12, beam6, remnant, restricted, no_sell, no_dealer",,Remnant,,Assault,,,,,,,,,,22.5
Heavy Remnant Blaster,heavyblaster_rem,2,,7500,600,,300,,0,15,14,,,,HIGH_EXPLOSIVE,525,,0,0.8,,,,,,,,1500,,,,,,USE_LESS_VS_SHIELDS,"energy18, remnant, restricted, no_sell, no_dealer",,Remnant,,Anti-Armour,,,,,Hits to hull or armor deal an additional %s.,400 Fragmentation damage,,,,22.25
Remnant Phase Lance,phasebeam_rem,2,0.5,7000,700,500,,650,0,20,10,,,,ENERGY,,400,0.25,0.5,1,4,,,,,3200,,,,,,,,"energy14, beam10, remnant, restricted, no_sell, no_dealer",,Remnant,,Suppression,,,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a high chance to generate a shield-penetrating arc based on the %s hard flux level, with the strength of those arcs depending on the %s flux level.",target ship's | firing ship's,,,,20
Remnant Proximity Launcher,phasecl_rem,2,0.5,8000,900,,100,,12,45,14,25,0.4,5,HIGH_EXPLOSIVE,0,,0,1.25,5,0.05,5,10,0,0,,50,800,10,500,,,"ANTI_FTR,PD","pd5, energy8, remnant, restricted, no_sell, no_dealer",,Remnant,0,PD-Suppression,Very Slow,None,,,"Projectiles slow after launching, and persist for a  time before exploding.",,,,TRUE,13
Remnant Krandl Blaster,krandlpucklegun,2,,4500,500,,40,,0,40,12,30,4,30,KINETIC,60,,0,0.05,1,,0,30,2,30,,800,,,30,,,,"kinetic13, remnant, restricted, no_sell, no_dealer",,Remnant,,Special,,,,,"Weapon spawns secondary EMP projectiles which become more accurate the longer the weapon fires, and deals double EMP damage per second.",,,,,3.85
Remnant Krandl Blaster EMP,krandlpucklegun_perfect,2,,4500,500,,10,80,0,40,12,,,,ENERGY,30,,0,0.05,1,,0,0,0,0,,800,,,30,,,SYSTEM,"no_drop, no_drop_salvage, no_sell",,Remnant,,Special,,,,,"Weapon spawns secondary EMP projectiles which become more accurate the longer the weapon fires, and deals the same EMP damage per second.",,,,,3.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remnant Tachyon Lance,tachyonlance_rem,3,0.5,16000,1000,750,,1000,0,7,25,,,,ENERGY,,1050,0.5,1,1,4,,,,,50000,,,,,,,,"energy20, beam15, LR, remnant, restricted, no_sell, no_dealer",,Remnant,,Suppression,,,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a high chance to generate a shield-penetrating arc based on the %s hard flux level, with the strength of those arcs depending on the %s flux level.",target ship's | firing ship's,,,,27
Mark IX Remnant Autocannon,mark9_rem,2,0.5,8000,900,,200,100,20,8,22,,,,KINETIC,230,,0,2,4,0.1,0,10,1.25,10,,1500,,,100,,,,"kinetic18, remnant, restricted, no_sell, no_dealer",,Remnant,,Anti Shield,,,,,"Hits on hull or armor have a %s chance to arc to weapons and engines, dealing extra damage equal to the original hit. Range is decreased by %s when placed on an %s.",15% | 200 units | Energy Mount,,,,7.25
Gauss Remnant Cannon,gauss_rem,3,0.5,15000,1000,,750,750,320,3,28,,,,KINETIC,1200,,0.25,1.85,,,,,,,,2100,,,400,,,,"kinetic20, LR, remnant, restricted, no_sell, no_dealer",,Remnant,,Anti Shield,,,,,"Hits on hull or armor have a %s chance to arc to weapons and engines, dealing extra damage equal to the original hit. Range is decreased by %s when placed on an %s.",25% | 300 units | Energy Mount,,,,7.26
Hellbore Remnant Cannon,hellbore_rem,2,0.5,9000,900,,750,,200,5,20,,,,HIGH_EXPLOSIVE,750,,0,2.5,1,,0,10,4,10,,650,,,400,,,,"he18, remnant, restricted, no_sell, no_dealer",,Remnant,,Anti Armor,,,,,Range is decreased by %s when placed on an %s.,200 units | Energy Mount,,,,7.27
Remnant Paladin PD System,guardian_rem,3,0.5,12000,850,1000,,,0,75,22,10,0.85,,ENERGY,,750,0,0,0.2,0.1,,,,,1000000,,,,,,,"PD, ANTI_FTR","pd19, beam15, remnant, restricted, no_sell, no_dealer",,Remnant,,Point Defense,,,,,"When all sub-beams impact a target in close proximity to each other, the spalling effect produces an explostion that deals up to %s, and also emits %s which damage nearby missiles, fighters and ships.",200 Fragmentation Damage | 3 EMP arcs,,,,7.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##Spooky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spooky Boi Head,hmi_spookyboi_head_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
Overcharged Plasma Cannon,hmi_spooky_plasma,3,,15000,800,,400,,,20,40,,,,HIGH_EXPLOSIVE,400,,0.33,0,3,0.2,,,,,,500,,,500,,,SYSTEM,,,,,General,,,,,,,,,,23
Terrible Remnant Cannon,hmi_spooky_rem,3,0.5,15000,1000,,450,450,320,3,28,4,0.5,,KINETIC,450,,0.33,0,1,,,,,,,2100,,,400,,,SYSTEM,,,,,Anti Shield,,,,,"Projectiles explode on impact. Hits on hull or armor have a %s chance to arc to weapons and engines, dealing extra damage equal to the original hit. Range is decreased by %s when placed on an %s.",25% | 300 units | Energy Mount,,,,7.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spooky Boi Veins Left,hmi_spookyboi_anim_l_vein_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
Spooky Boi Veins Right,hmi_spookyboi_anim_r_vein_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
Spooky Boi Head,hmi_spookyboi_anim_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spooky Boi Veins Left,hmi_spookyboi_head2_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
Spooky Boi Veins Right,hmi_spookyboi_p3_elbow_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
Spooky Boi Head,hmi_spookyboi_p3_elbow_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
Spooky Boi Head,hmi_spookyboi_p3_should_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
Spooky Boi Head,hmi_spookyboi_p3_should_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
The Mouth,hmi_spooky_p3_plasma,3,,15000,700,,500,,,20,40,,,,HIGH_EXPLOSIVE,50,,0.3,0,3,0.05,,,,,,750,,,500,,,SYSTEM,,,,,General,,,,,,,,,,23
The Left Arm,gauss_rem_spook_left,3,0.5,15000,900,,800,750,320,3,28,6,1,,KINETIC,500,,0.25,0,1,0.05,,,,,,2100,,,400,,,SYSTEM,,,,,Anti Shield,,,,,"Projectiles explode on impact. Hits on hull or armor have a %s chance to arc to weapons and engines, dealing extra damage equal to the original hit. Range is decreased by %s when placed on an %s.",25% | 300 units | Energy Mount,,,,7.26
The Right Arm,gauss_rem_spook_right,3,0.5,15000,900,,800,750,320,3,28,6,1,,KINETIC,500,,0.25,0,1,0.05,,,,,,2100,,,400,,,SYSTEM,,,,,Anti Shield,,,,,"Projectiles explode on impact. Hits on hull or armor have a %s chance to arc to weapons and engines, dealing extra damage equal to the original hit. Range is decreased by %s when placed on an %s.",25% | 300 units | Energy Mount,,,,7.26
The Left Wing,tachyonlance_spook_tach_left,3,0.5,16000,900,750,,2000,0,7,34,,,,ENERGY,,1000,0.5,1,3,6,,,,,50000,,,,,,,SYSTEM,,,,,Suppression,,,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a high chance to generate a shield-penetrating arc based on the %s hard flux level, with the strength of those arcs depending on the %s flux level.",target ship's | firing ship's,,,,27
The Right Wing,tachyonlance_spook_tach_right,3,0.5,16000,900,750,,2000,0,7,34,,,,ENERGY,,1000,0.5,1,3,6,,,,,50000,,,,,,,SYSTEM,,,,,Suppression,,,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a high chance to generate a shield-penetrating arc based on the %s hard flux level, with the strength of those arcs depending on the %s flux level.",target ship's | firing ship's,,,,27
Mote Launcher,hmi_motelauncher,,,,500,,1,1500,,,,,0,,ENERGY,0,0,0,0.1,1,,30,30,0,0,,400,200,10000,500,,,SYSTEM,,,,,,,,,,,,,,,38.25
Mote Launcher,hmi_motelauncher_hf,,,,500,,300,1500,,,,,0,,ENERGY,0,0,0,0.1,1,,30,30,0,0,,400,200,10000,500,,,SYSTEM,,,,,,,,,,,,,,,38.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spooky Boi Veins Left,hmi_spookyboi_head3_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,43
The Scream,hmi_spooky_p4_plasma,3,,15000,700,,450,250,,20,45,,,,HIGH_EXPLOSIVE,250,,1,1,6,0.05,,,,,,650,,,500,,,SYSTEM,,,,,General,,,,,,,,,,23
The Left Tear,tachyonlance_spookp4_tach_left,3,0.5,100000,1000,,350,,0,0,,,,,ENERGY,250,,0,0.33,1,,0,10,2,5,,2000,,,,,,SYSTEM,,,,,Suppression,,,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a high chance to generate a shield-penetrating arc based on the %s hard flux level, with the strength of those arcs depending on the %s flux level.",target ship's | firing ship's,,,,27
The Right Tear,tachyonlance_spookp4_tach_right,3,0.5,100000,1000,,350,,0,0,,,,,ENERGY,250,,0,0.33,1,,0,10,2,5,,2000,,,,,,SYSTEM,,,,,Suppression,,,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a high chance to generate a shield-penetrating arc based on the %s hard flux level, with the strength of those arcs depending on the %s flux level.",target ship's | firing ship's,,,,27
The Wound,hmi_spookyboi_squall,3,0.5,4000,2500,,100,,15,20,20,,,,KINETIC,0,,0,10,20,0.5,0,0,0,0,,600,100,4.75,300,,,"SYSTEM, DO_NOT_AIM, CONSERVE_3, STRIKE, USE_VS_FRIGATES, MISSILE_SPREAD",,,,,Suppression,Very Fast,Special,,,,,,,,16.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Brain,hmi_spooky_p5_plasma,3,,15000,600,,250,4000,,20,45,,,,ENERGY,250,,0,4,1,,,,,,,650,,,500,,,"SYSTEM, STRIKE, USE_LESS_VS_SHIELDS",,,,,General,,,,,,,,,,23
The Nerve,tachyonlance_spookp5_tach,3,0.5,100000,1000,,250,,0,0,,,,,KINETIC,150,,0,0.33,1,,0,10,2,5,,2000,,,,,,SYSTEM,,,,,Suppression,,,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a high chance to generate a shield-penetrating arc based on the %s hard flux level, with the strength of those arcs depending on the %s flux level.",target ship's | firing ship's,,,,27
The Vitae,hmi_gasterblaster,2,,2000,900,,3000,,15,20,12,9,0.8,3,HIGH_EXPLOSIVE,0,,0,1,3,0.33,0,0,0,0,,600,0,12,300,,,"GUIDED_POOR, STRIKE, SYSTEM",,,,,Torpedo,Slow,Good,,,,,,,TRUE,12.11
    The Vitae - Payload,hmi_gasterblaster_payload,2,,0,900,6000,,,,20,0,,,,HIGH_EXPLOSIVE,0,,0,0.75,0.25,0.5,,,,,1000000,,,,,,,"SYSTEM, DANGEROUS",fires_one_burst,,,,,,,,,,,,,,12.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##To Delete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
