id,type,frame,magnitude,map,path
eis_mora,ship,,,surface,graphics/shaders/surface/ships/eis_mora_surface.png
eis_vengeance,ship,,,surface,graphics/shaders/surface/ships/eis_vengeance_surface.png
eis_indomitable,ship,,,surface,graphics/shaders/surface/ships/eis_indomitable_surface.png
eis_champion,ship,,,surface,graphics/shaders/surface/ships/eis_champion_surface.png
eis_endeavor,ship,,,surface,graphics/shaders/surface/ships/eis_endeavor_surface.png
eis_tyrant,ship,,,surface,graphics/shaders/surface/ships/eis_tyrant_surface.png
eis_skyrend,ship,,,surface,graphics/shaders/surface/ships/eis_skyrend_surface.png
eis_renown,ship,,,surface,graphics/shaders/surface/ships/eis_renown_surface.png
,,,,,
#MODULES,,,,,
eis_tyrant_tl,ship,,,surface,graphics/shaders/surface/modules/eis_tyrant_tl_surface.png
eis_tyrant_tr,ship,,,surface,graphics/shaders/surface/modules/eis_tyrant_tr_surface.png
,,,,,
#DECOS,,,,,
eis_deco_courageous_front,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_courageous_front_surface.png
eis_deco_courageous_front,turret,,,surface,graphics/shaders/surface/decos/eis_deco_courageous_front_surface.png
eis_deco_valorous_ml,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_valorous_ml_surface.png
eis_deco_valorous_ml,turret,,,surface,graphics/shaders/surface/decos/eis_deco_valorous_ml_surface.png
eis_deco_valorous_mr,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_valorous_mr_surface.png
eis_deco_valorous_mr,turret,,,surface,graphics/shaders/surface/decos/eis_deco_valorous_mr_surface.png
eis_deco_audacious_front,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_audacious_front_surface.png
eis_deco_audacious_front,turret,,,surface,graphics/shaders/surface/decos/eis_deco_audacious_front_surface.png
eis_deco_audacious_back,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_audacious_back_surface.png
eis_deco_audacious_back,turret,,,surface,graphics/shaders/surface/decos/eis_deco_audacious_back_surface.png
eis_deco_flagellator_tl,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_flagellator_tl_surface.png
eis_deco_flagellator_tl,turret,,,surface,graphics/shaders/surface/decos/eis_deco_flagellator_tl_surface.png
eis_deco_flagellator_tr,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_flagellator_tr_surface.png
eis_deco_flagellator_tr,turret,,,surface,graphics/shaders/surface/decos/eis_deco_flagellator_tr_surface.png
eis_deco_vengeance_front,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_vengeance_front_surface.png
eis_deco_vengeance_front,turret,,,surface,graphics/shaders/surface/decos/eis_deco_vengeance_front_surface.png
eis_deco_vengeance_ml,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_vengeance_ml_surface.png
eis_deco_vengeance_ml,turret,,,surface,graphics/shaders/surface/decos/eis_deco_vengeance_ml_surface.png
eis_deco_vengeance_mr,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_vengeance_mr_surface.png
eis_deco_vengeance_mr,turret,,,surface,graphics/shaders/surface/decos/eis_deco_vengeance_mr_surface.png
eis_deco_vengeance_back,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_vengeance_back_surface.png
eis_deco_vengeance_back,turret,,,surface,graphics/shaders/surface/decos/eis_deco_vengeance_back_surface.png
eis_deco_indomitable_tl,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_tl_surface.png
eis_deco_indomitable_tl,turret,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_tl_surface.png
eis_deco_indomitable_tr,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_tr_surface.png
eis_deco_indomitable_tr,turret,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_tr_surface.png
eis_deco_indomitable_ml,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_ml_surface.png
eis_deco_indomitable_ml,turret,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_ml_surface.png
eis_deco_indomitable_mr,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_mr_surface.png
eis_deco_indomitable_mr,turret,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_mr_surface.png
eis_deco_indomitable_mls,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_mls_surface.png
eis_deco_indomitable_mls,turret,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_mls_surface.png
eis_deco_indomitable_mrs,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_mrs_surface.png
eis_deco_indomitable_mrs,turret,,,surface,graphics/shaders/surface/decos/eis_deco_indomitable_mrs_surface.png
eis_deco_skyrend_front,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_skyrend_front_surface.png
eis_deco_skyrend_front,turret,,,surface,graphics/shaders/surface/decos/eis_deco_skyrend_front_surface.png
eis_deco_endeavor_heavy,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_heavy_surface.png
eis_deco_endeavor_heavy,turret,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_heavy_surface.png
eis_deco_endeavor_ml,turret,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_ml_surface.png
eis_deco_endeavor_ml,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_ml_surface.png
eis_deco_endeavor_mr,turret,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_mr_surface.png
eis_deco_endeavor_mr,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_mr_surface.png
eis_deco_endeavor_ll,turret,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_ll_surface.png
eis_deco_endeavor_ll,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_ll_surface.png
eis_deco_endeavor_lr,turret,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_lr_surface.png
eis_deco_endeavor_lr,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_endeavor_lr_surface.png
eis_deco_flap_left,,,,,
eis_deco_flap_left,,,,,
eis_deco_flap_right,,,,,
eis_deco_flap_right,,,,,
eis_deco_renown_front,turret,,,surface,graphics/shaders/surface/decos/eis_deco_renown_front_surface.png
eis_deco_renown_front,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_renown_front_surface.png
eis_deco_tyrant_ml,turret,,,surface,graphics/shaders/surface/decos/eis_deco_tyrant_ml_surface.png
eis_deco_tyrant_ml,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_tyrant_ml_surface.png
eis_deco_tyrant_mr,turret,,,surface,graphics/shaders/surface/decos/eis_deco_tyrant_mr_surface.png
eis_deco_tyrant_mr,hardpoint,,,surface,graphics/shaders/surface/decos/eis_deco_tyrant_mr_surface.png
,,,,,
,,,,,
eis_acg,hardpoint,0,,surface,graphics/shaders/surface/weapons/acgs/eis_acgs_base00_surface.png
eis_acg,hardpoint,1,,surface,graphics/shaders/surface/weapons/acgs/eis_acgs_base01_surface.png
eis_acg,hardpoint,2,,surface,graphics/shaders/surface/weapons/acgs/eis_acgs_base02_surface.png
eis_acg,hardpoint,3,,surface,graphics/shaders/surface/weapons/acgs/eis_acgs_base03_surface.png
eis_dualrailgun,hardpoint,,,surface,graphics/shaders/surface/weapons/doublerailgun_hardpoint_base_surface.png
eis_dualrailgun,turret,,,surface,graphics/shaders/surface/weapons/doublerailgun_turret_base_surface.png
eis_barretta,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_barretta_hardpoint_base_surface.png
eis_barretta,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/eis_barretta_hardpoint_recoil_surface.png
eis_barretta,turret,,,surface,graphics/shaders/surface/weapons/eis_barretta_turret_base_surface.png
eis_barretta,turretbarrel,,,surface,graphics/shaders/surface/weapons/eis_barretta_turret_recoil_surface.png
eis_celestials_aster,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_celestials_aster_hardpoint_base_surface.png
eis_celestials_aster,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/eis_celestials_aster_hardpoint_recoil_surface.png
eis_celestials_aster,turret,,,surface,graphics/shaders/surface/weapons/eis_celestials_aster_hardpoint_base_surface.png
eis_celestials_aster,turretbarrel,,,surface,graphics/shaders/surface/weapons/eis_celestials_aster_hardpoint_recoil_surface.png
eis_celestials_blossom,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_celestials_blossom_hardpoint_base_surface.png
eis_celestials_blossom,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/eis_celestials_blossom_hardpoint_recoil_surface.png
eis_celestials_blossom,turret,,,surface,graphics/shaders/surface/weapons/eis_celestials_blossom_turret_base_surface.png
eis_celestials_blossom,turretbarrel,,,surface,graphics/shaders/surface/weapons/eis_celestials_blossom_turret_recoil_surface.png
eis_deva_f,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_deva_f_surface.png
eis_deva_f,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/eis_deva_f_recoil_surface.png
eis_deva_f,turret,,,surface,graphics/shaders/surface/weapons/eis_deva_f_surface.png
eis_deva_f,turretbarrel,,,surface,graphics/shaders/surface/weapons/eis_deva_f_recoil_surface.png
eis_fluxthrower,turret,,,surface,graphics/shaders/surface/weapons/eis_fluxthrower_surface.png
eis_fluxthrower,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_fluxthrower_surface.png
eis_infernal_star,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_infernal_star_hardpoint_base_surface.png
eis_infernal_star,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/eis_infernal_star_hardpoint_recoil_surface.png
eis_infernal_star,turret,,,surface,graphics/shaders/surface/weapons/eis_infernal_star_turret_base_surface.png
eis_infernal_star,turretbarrel,,,surface,graphics/shaders/surface/weapons/eis_infernal_star_turret_recoil_surface.png
eis_lunar_rose,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_lunar_rose_mirv_launcher_hardpoint_base_surface.png
eis_lunar_rose,turret,,,surface,graphics/shaders/surface/weapons/eis_lunar_rose_mirv_launcher_turret_base_surface.png
eis_superheavy_needler,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_superheavy_needler_hardpoint_base_surface.png
eis_superheavy_needler,hardpointbarrel,,,surface,graphics/shaders/surface/weapons/eis_superheavy_needler_hardpoint_recoil_surface.png
eis_superheavy_needler,turret,,,surface,graphics/shaders/surface/weapons/eis_superheavy_needler_turret_base_surface.png
eis_superheavy_needler,turretbarrel,,,surface,graphics/shaders/surface/weapons/eis_superheavy_needler_turret_recoil_surface.png
eis_milf,hardpoint,,,surface,graphics/shaders/surface/weapons/eis_milf_hardpoint_base_surface.png
eis_milf,turret,,,surface,graphics/shaders/surface/weapons/eis_milf_turret_base_surface.png
