name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sprite
Very Converted Cargo Bays,vayra_extremely_converted_hangar,1,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_extremely_converted_hangar,"This ship's cargo hold has been hollowed out and converted to hold a trio of makeshift fighter vats, reducing available cargo space by %s. The jury-rigged nanoforges that produce fighter chassis are unreliable, and all components have major defects. Fighter speed reduced by %s, and damage taken increased by %s. Increases the ordnance point cost of bombers by %s, and of all other fighters by %s.

The shuttle bay, notably, remains unmolested. 

For now.",,graphics/hullmods/converted_hangar.png
Looted Thermal Pulse Cannon,vayra_looted_tpc,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraLootedTpc,"This hull is packaged with a jury-rigged %s - no doubt stolen from the wreck of a derelict Onslaught-class battleship - which will %s whenever a suitable weapon mount is left empty and %s are available to mount it. While the weapon can be removed and replaced with another as normal, its supporting flux infrastructure is permanently integrated into the hull and %s as well as %s.",,graphics/hullmods/ballistics_integration.png
,,,,,,,,,,,,,,,,,,
# GENERAL BUILTINS,,,,,,,,,,,,,,,,,,
XIV Targeting Core,vayra_xiv_core,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraXIVCore,Extends the range of nonmissile weapons by %s. Precludes the installation of a Dedicated Targeting Core or an Integrated Targeting Unit.,,graphics/icons/abilities/transponder.png
Light Ballistics Integration,vayra_light_ballistics,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraLightBallistics,Reduces the ordnance point cost of small ballistic weapons by %s.,,graphics/icons/skills/advanced_countermeasures.png
Overtaxed Targeting System,vayra_overtaxed_targeting,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_overtaxed_targeting,"This ship's targeting mainframe is somewhat below spec and suffers from an inability to properly account for projectile travel times and aether-ballistic coefficients, reducing the range of Ballistic and Energy weapons mounted on the hull by %s.",,graphics/icons/skills/target_analysis.png
Targeting Pods,vayra_targeting_pods,,,,,,,,TRUE,TRUE,0,0,0,0,data.scripts.hullmods.vayra_targeting_pods,YOU NEVER SHOULD HAVE COME HERE AND NOW YOU'RE GONNA PAY,,
Very Ill-Advised Modifications,vayra_very_ill_advised,,,,,,,,TRUE,,0,0,0,0,data.hullmods.IllAdvised,"This hull's systems have been drastically and irreparably modified from spec, without certified engineering oversight or possibly without any oversight at all. Its systems appear to work correctly under routine conditions, but have a significant chance of critical malfunction when stressed.",,graphics/hullmods/vayra_very_ill_advised.png
Hardwired Mining Lasers,vayra_mining_tools,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraMiningTools,"This hull integrates %s which will %s whenever an appropriate weapon slot is left empty and %s are available to equip them. A laser can be switched between configurations by removing it from the hull, but %s.",,graphics/hullmods/ballistics_integration.png
Internal Weapon Mounts,vayra_groundhog_sponsons,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraGroundhogSponsons,"Originally designed for high-risk mining operations in dense asteroid cover or planetary debris, the Groundhog's main weapons emplacements are buried deep within armored sponsons which render them all but %s to disable through damage, short of destroying the ship.",,graphics/hullmods/vayra_groundhog_sponsons.png
Blasting Forge,vayra_bear_autoforge,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraBearAutoforge,"The Bear contains a full-scale missile autoforge, originally dedicated to the production of Hammer-class mining charges but easily recoded for military-grade munitions. The autoforge slowly %s of all missile weapons at a rate of %s of each weapon's magazine every %s seconds.",,graphics/hullmods/missile_autofactory.png
Terminator Core,vayra_fake_terminator_core,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraTerminatorCore,"Advanced - and very likely illegal - AI-controlled subroutines have fully optimized many aspects of this craft's performance. 

Autofire accuracy, damage to missiles and fighters, and beam weapon turn speed are all increased by %s. Dynamic stabilization algorithms extend beam range by %s and prevent the engines from flaming out when damaged or struck by EMP, and target identification networks allow point defense weapons to reliably distinguish flares from legitimate missile threats.",,graphics/hullmods/terminator_core.png
,,,,,,,,,,,,,,,,,,
# ANTEDILUVIAN,,,,,,,,,,,,,,,,,,
Atlantean Relic,antediluvian,,,,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.Antediluvian,"The experimental p-space submersion systems of the Antediluvian Armada %s their sensor signature, enabling them to launch devastating hit-and-fade attacks against shipping in the Persean Sector. Originally designed for submarine warfare, their vessels hold up poorly in prolonged extraatmospheric engagements and suffer a %s increased rate of CR decay once their peak performance time has run out.",,graphics/hullmods/antediluvian.png
,,,,,,,,,,,,,,,,,,
# Khadur shit should come below,,,,,,,,,,,,,,,,,,
# KADUR BUILTINS,,,,,,,,,,,,,,,,,,
Guardian Targeting Auxiliaries,vayra_targeting_core,,,Kadur Theocracy,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_targeting_core,"This ship has been fitted with built-in advanced targeting systems, extending the range of ballistic and energy weapons by %s.

Precludes the installation of a Dedicated Targeting Core or an Integrated Targeting Unit.",,graphics/hullmods/vayra_targeting_core.png
Guardian Engineering,vayra_sometimes_war,,,Kadur Theocracy,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_sometimes_war,"This ship is a relatively recent design by Kadur shiptechs, conforming to their defensive Eternal Guardian fleet doctrine.

Reinforced structural beams and multiple-redundant bulkheads have increased hull integrity by %s, and mass-augmented plating has been applied to improve the ship's armor by %s points.

Standard drive units feature rear-focused thrust vectoring, reducing turn speed by %s and increasing fuel consumption by %s per lightyear travelled in hyperspace. Thankfully, additional fuel tanks have been fitted to maintain the vessel's range.

The ship has been fitted with a omnidirectional shield generator somewhat improved from the typical Kadur fare, with a %s degree shield arc, %s flux per damage efficiency, and an upkeep cost equal to %s of the ship's base passive flux dissipation.",,graphics/hullmods/vayra_sometimes_war.png
Forever War Engineering,vayra_forever_war,,,Kadur Theocracy,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_forever_war,"This ship is a legacy design stemming from the corrupted Eagle and Falcon MPCs originally captured by the Kadur Theocracy, built to conform to their aggressive Forever War fleet doctrine. 

Reinforced structural beams and multiple-redundant bulkheads have increased hull integrity by %s, and mass-augmented plating has been applied to improve the ship's armor by %s points. 

The ship's standard drive units feature heavily rear-focused thrust vectoring, increasing speed by %s at the cost of %s maneuverability and %s fuel per lightyear travelled in hyperspace. Thankfully, additional fuel tanks have been fitted to maintain the vessel's range.

The net result is a highly specialized craft, able - in the hands of a skilled helmsman - to maintain its distance from others until an opening appears, then charge in to inflict as much damage as possible before their target recovers and can turn their poor shielding and maneuverability against them. A wise captain will minimize the impact of their shields' high upkeep and poor flux efficiency by only raising them when absolutely necessary, and will only engage in fights where their victory is assured as they lack the maneuverability or long-term durability to escape should they miscalculate. 
",,graphics/hullmods/vayra_forever_war.png
Substandard Shield Generator,vayra_garbage_shields,,,Kadur Theocracy,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraGarbageShields,"The ship has been retrofitted with a shield generator produced from the corrupted MPC held at Star Fortress Reqiuem. As a result, shield arc has been reduced by %s, shields produce %s more flux per point of damage received, and upkeep costs are increased by %s. Due to the extensive retrofitting necessary for it to function at all, the shield generator is incompatible with modifications such as Extended Shields or Omni Shield Emitter Conversion.",,graphics/hullmods/vayra_caliph_shield.png
Priority Flux Redirects,vayra_priority_flux,,,Kadur Holy Fleet,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_priority_flux,"This ship has been extensively modified to boost the power of any currently active systems at the expense of all others, gaining the following benefits:

+%s speed and %s maneuverability when at zero flux.
+%s shield performance and shield upkeep flux cost.
+%s fire rate when shields lowered, but -%s fire rate when shields raised.

Due to the fact that all systems are already operating at maximum capacity, modifications such as Safety Overrides cannot be installed.",,graphics/hullmods/shared_flux_sink.png
Heavy Weapons Integration,vayra_heavy_integration,,,Kadur Theocracy,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_heavy_integration,Reduces the ordnance point cost of large weapons by %s.,,graphics/icons/skills/ordnance_expert.png
Martyr's Blessing,vayra_secret_buff_hullmod,,,Kadur Theocracy,,,,,TRUE,TRUE,0,0,0,0,data.scripts.hullmods.VayraSecretMartyrBuff,YOU NEVER SHOULDA COME HERE AND NOW YOU'RE GONNA PAY,,graphics/hullmods/vayra_forever_war.png
,,,,,,,,,,,,,,,,,,
# NO LONGER BUILT-IN ONLY,,,,,,,,,,,,,,,,,,
Guardian IFF Comm Array,vayra_kadur_iff,,,Kadur Theocracy,,,,,TRUE,,8,16,24,40,data.scripts.hullmods.VayraGuardianIFF,"Marks strike craft launched from this ship with a Kadur IFF code beacon, preventing them from being targeted by Kadur antifighter systems.",,graphics/hullmods/vayra_kadur_iff.png
,,,,,,,,,,,,,,,,,,
# CALIPH BUILTINS,,,,,,,,,,,,,,,,,,
Theocracy Targeting Core,vayra_caliph_core,,,Kadur Holy Fleet,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_caliph_core,"Increases damage dealt to fighters by %s, extends %s weapon range by %s, and %s reduces autofire accuracy.

Precludes the installation of a Dedicated Targeting Core or an Integrated Targeting Unit.",,graphics/hullmods/vayra_caliph_core.png
Advanced Point-Defense Subroutines,vayra_caliph_pdai,,,Kadur Holy Fleet,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraCaliphPDAI,"Wary of the danger posed to their flagship by hostile strike craft, the Kadur shiptechs who constructed the Caliph integrated advanced point defense subroutines into its gunnery control systems. All nonlarge nonmissile weapons installed on this component have the ability to automatically target incoming enemy missiles and to identify - and ignore - decoy flares. Targeting missiles takes priority over targeting enemy ships or fighters.

In addition, all point defense weapons have significantly reduced recoil as well as the best possible target leading, regardless of combat readiness.",,graphics/hullmods/vayra_caliph_pdai.png
Missile Autoforge,vayra_slow_autoforge,,,Kadur Holy Fleet,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraSlowAutoforge,"The vaulted halls of the Caliph-class superdreadnought contain a %s, which slowly %s of all missile weapons mounted to the central hull at a rate of %s of each weapon's magazine every %s seconds.",,graphics/hullmods/missile_autofactory.png
Modular Shields,vayra_modular_shields,,,Kadur Holy Fleet,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_modular_shields,"The Caliph is fitted with a pair of centrally placed %s as well as an integral %s, powered by the colossal %s mounted to the dreadnought's aft section. If the generator is %s, the emitters and force-transfer skinshield will likewise stop functioning.",,graphics/hullmods/vayra_caliph_shield.png
Modular Engines,vayra_modular_engines,,,Kadur Holy Fleet,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.vayra_modular_engines,"The Caliph's gargantuan bulk is propelled by a pair of massive %s. If destroyed, the dreadnought's speed will be reduced by an amount %s.",,graphics/hullmods/augmented_engines.png
,,,,,,,,,,,,,,,,,,
# COMMISSIONED CREW HULLMOD,,,,,,,,,,,,,,,,,,
Devoted Martyrs,CHM_kadur,,,Kadur Theocracy,,,,,TRUE,,0,0,0,0,data.scripts.hullmods.CHM_kadur,"The devoted crew of this ship know what it means to lose everything, and have steeled themselves to fight for their lives and Never. Let. Go. Reduces hull damage taken by %s when below %s Hull Integrity.",Remember Kadur. Remember... And FIGHT FOR YOUR LIFE.,graphics/hullmods/chm_kadur.png
,,,,,,,,,,,,,,,,,,
# HVB STUFF,,,,,,,,,,,,,,,,,,
Less Ill-Advised Modifications,vayra_less_ill_advised,,,,dmod,,,,TRUE,,0,0,0,0,data.scripts.hullmods.VayraLessIllAdvised,"This hull's systems have been drastically modified from spec, likely without certified engineering oversight. Its systems appear to work correctly under routine conditions, but have a significant chance of malfunction when stressed. Despite the overall quality of the work, they appear to have been hardened against permanently disabling malfunctions.",,graphics/hullmods/illadvised.png
