trail,projectile,sprite,minLength,fadeIn,duration,fadeOut,sizeIn,sizeOut,colorIn,colorOut,opacity,textLength,textScroll,distance,dispersion,drift,fadeOnFadeOut,angleAdjustment,additive,velocityIn,velocityOut,randomVelocity,angle,rotationIn,rotationOut,randomRotation,renderBelowExplosions
uaf_railgun_trail2_lg_weiss,uaf_flak_heavy,base_trail_zapWithCore,10,0,0.05,0.15,6,2.5,"[255,255,175]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_lg_weiss,uaf_flak_heavy,base_trail_weave,10,0.05,0.5,0.4,6,2.5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_lg_weiss,uaf_flak_heavy,base_trail_weave,10,0.05,0.5,0.4,6,2.5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_lg_weiss,uaf_flak_heavy,base_trail_aura,10,0.05,0.5,0.8,6,2.5,"[255,184,66]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_shotgun_trail1_racun,uaf_racun_pod_proj,base_trail_zapWithCore,0.5,0.05,0,0.3,2,0.8,"[255,255,175]","[238,130,238]",0.4,300,100,10,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_shotgun_trail2_racun,uaf_racun_pod_proj,base_trail_zapWithCore,0.5,0,0.05,0.1,2,0.8,"[255,255,175]","[255,45,0]",0.4,300,100,10,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_shotgun_trail3_racun,uaf_racun_pod_proj,base_trail_weave,0.5,0.2,0.2,0.9,2,0.8,"[255,255,175]","[50,50,50]",0.2,300,100,7,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_shotgun_trail4_racun,uaf_racun_pod_proj,base_trail_weave,0.5,0.2,0.2,0.9,2,0.8,"[100,165,255]","[50,50,50]",0.2,300,100,7,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_shotgun_trail5_racun,uaf_racun_pod_proj,base_trail_aura,0.5,0.2,0.2,1,2,0.8,"[100,165,255]","[50,50,50]",0.6,300,100,7,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_pu_aarm_lg_1,uaf_pu_aarm_lg,base_trail_zapWithCore,10,0.05,0,0.25,12,4,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_pu_aarm_lg_2,uaf_pu_aarm_lg,base_trail_zapWithCore,10,0,0.05,0.15,25,10,"[240,94,35]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_pu_aarm_lg_3,uaf_pu_aarm_lg,base_trail_weave,10,0.05,0.5,0.4,10,5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_pu_aarm_lg_4,uaf_pu_aarm_lg,base_trail_weave,10,0.05,0.5,0.4,10,5,"[240,94,35]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_pu_aarm_lg_5,uaf_pu_aarm_lg,base_trail_aura,10,0.05,0.5,0.8,10,5,"[240,94,35]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_pu_aarm_md_1,uaf_pu_aarm_md,base_trail_zapWithCore,8,0.05,0,0.25,5,2,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_pu_aarm_md_2,uaf_pu_aarm_md,base_trail_zapWithCore,8,0,0.05,0.15,10,4,"[255,255,175]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_pu_aarm_md_3,uaf_pu_aarm_md,base_trail_weave,8,0.05,0.5,0.4,4,2.5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_pu_aarm_md_4,uaf_pu_aarm_md,base_trail_weave,8,0.05,0.5,0.4,4,2.5,"[100,165,255]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_pu_aarm_md_5,uaf_pu_aarm_md,base_trail_aura,8,0.05,0.5,0.8,4,2.5,"[100,165,255]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_pu_aarm_sm_1,uaf_pu_aarm_sm,base_trail_zapWithCore,5,0.05,0,0.25,6,4,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_pu_aarm_sm_2,uaf_pu_aarm_sm,base_trail_zapWithCore,5,0,0.05,0.15,12,5,"[240,94,35]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_pu_aarm_sm_3,uaf_pu_aarm_sm,base_trail_weave,5,0.05,0.5,0.4,5,2,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_pu_aarm_sm_4,uaf_pu_aarm_sm,base_trail_weave,5,0.05,0.5,0.4,5,2,"[240,94,35]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_pu_aarm_sm_5,uaf_pu_aarm_sm,base_trail_aura,5,0.05,0.5,0.8,5,2,"[240,94,35]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#String trail: projectile ID plus a suffix if there are multiple trails for that proj,,,,,,,,,,,,,,,,,,,,,,,,,,,
#String projectile: projectile ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
#String sprite: sprite ID in data\config\settings.json: in the graphics\fx category,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float minLength: minimal segment length. Saves performances especially when time warp in involved,,,,,,,,,,,,,,,,,,,,,,,,,,,
#   !!!! Can be set to a negative value to triggers a more optimized SLOW MODE for projectiles with speeds below 500. !!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float fadeIn: fade in time in seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float duration: full opacity duration in seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float fadeOut: fadeout time in seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float sizeIn: initial width,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float sizeOut: final width,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Color colorIn: initial color,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Color colorOut: final color,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float opacity: maximum opacity clamp,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float textLength: texture length in pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float textScroll: texture scroll speed in pixels per seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float distance: distance behind the proj the trail spawns,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float dispersion: amount of randomization per second in su,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float drift: amount of sideway motion inherited from the ship is applied to the trail,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float frameOffsetMult: fixes some small offset between the proj and the trail that can occur with some combination of inherited lateral motion, distance and drift,,,,,,,,,,,,,,,,,,,,,,,,,,
#boolean fadeOnFadeOut: forced fadeout if the proj fades,,,,,,,,,,,,,,,,,,,,,,,,,,,
#boolean angleAdjustment reorient the trail in the direction of the velocity rather than the proj facing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
#   !!!! Must be FALSE for BALLISTIC_AS_BEAM projs !!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,
#boolean additive: normal or additive blending,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float velocityIn: speed at which the trail segments are emited at in su,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float velocityOut: final speed of the trail segments,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float randomVelocity: randomize both velocityIn and out in that proportion.,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float angle: offset angle of the trail relative to the projectile orientation after corrections if any (default 0 for directly backward),,,,,,,,,,,,,,,,,,,,,,,,,,,
#float rotationIn: initial angular momentum of the trail segments relative to the projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float rotationOut: final angular momentum of the trail segments,,,,,,,,,,,,,,,,,,,,,,,,,,,
#boolean randomRotation: randomize the angular momentums. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
#   Can be used to create non-linear dispersion effects when used with various velocities and angular momentums,,,,,,,,,,,,,,,,,,,,,,,,,,,
#boolean renderBelowExplosions: render the trail under explosions and other particle effects. Mostly used with non additive trails,,,,,,,,,,,,,,,,,,,,,,,,,,,
#float frameOffsetMult: scales the per-frame velocity offset (only necessary for overkill levels of control with default x1 multiplier).,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#EXAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SKR_blackout_shot,SKR_blackout_shot,SKR_fuzzyTrail,10,0.1,0.1,0.5,24,12,"[25,200,150]","[50,100,200]",0.5,-128,-256,10,0,0,0,FALSE,FALSE,TRUE,50,0,0,0,0,180,true
,,,,,,,,,,,,,,,,,,,,,,,,,,,
