name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,hints,tags,rarity,breakProb,minPieces,maxPieces,number
,vayra_caliph_rightfront,Starboard Bow Citadel,Theocracy Loyalist,fastmissileracks,1,17500,2000,15000,,750,110,,0,0,0,0,0,2000,NONE,,,,,,,0,0,0,0,1,,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",,,0,2,4,
,vayra_caliph_leftrear,Portside Aft Bastion,Theocracy Loyalist,,1,20000,1750,17500,,1000,95,,0,0,0,0,0,2000,NONE,,,,,,,0,0,0,0,1,,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",,,0,2,4,
,vayra_caliph_rightrear,Starboard Aft Bastion,Theocracy Loyalist,,1,20000,1750,17500,,1000,95,,0,0,0,0,0,2000,NONE,,,,,,,0,0,0,0,1,,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",,,0,2,4,
,vayra_caliph_leftengine,Portside Engine Module,Theocracy Loyalist,vayra_caliphflares,1,7500,1000,7500,,200,35,,0,0,0,0,0,750,NONE,,,,,,,0,0,0,0,1,,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",,,0,2,2,
,vayra_caliph_rightengine,Starboard Engine Module,Theocracy Loyalist,vayra_caliphflares,1,7500,1000,7500,,200,35,,0,0,0,0,0,750,NONE,,,,,,,0,0,0,0,1,,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",,,0,2,2,
,vayra_caliph_shieldgenerator,Shield Generator,Theocracy Loyalist,,1,8500,1000,20000,,200,0,,0,0,0,0,0,600,NONE,,,,,,,0,0,0,0,1,,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,
,vayra_caliph_shieldpart,Shield Emitter,Theocracy Loyalist,,1,500,100,10000,,1000,0,,0,0,0,6,6,50,FRONT,,130,0.75,1.2,,,0,0,0,0,1,,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torturer,vayra_hegbinger,Phase Destroyer,Low Tech,entropyamplifier,15,3000,800,8000,,300,90,,60,120,60,30,30,500,PHASE,phasecloak,90,,,0.05,0.02,40,80,100,150,3,,8,120000,5,15,360,0.25,20,20,,,0.5,0.5,2,3,
Targe (TT),vayra_targe_phase,Heavy Phase Destroyer,High Tech,entropyamplifier,15,5000,600,5000,,500,100,,80,80,60,40,40,750,PHASE,phasecloak,130,,,0.05,0.04,60,100,90,60,2,,9,150000,5,12,420,0.25,22,22,HIDE_IN_CODEX,,,0.4,2,3,
