name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Bantam,istl_bantam,,Deserter,,,625,125,200,,90,0,,250,400,360,135,270,18,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,,,0,,,,112
Arcite,istl_arcite,,Deserter,istl_decoyflares_main,,600,75,400,,100,0,,200,240,200,90,180,32,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,,,0,,,,113
Fire Beetle,istl_firebeetle,,Deserter,,,600,100,500,,150,0,,180,300,250,105,200,40,OMNI,,120,0,1,,,1,1,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,,,0,,,,115
Brisance,istl_lightbomber,,Deserter,,,300,75,400,,100,0,,150,180,150,50,120,50,OMNI,,120,0,1,,,2,2,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,,,0,,,,105
Spooky,istl_spooky,,Deserter,istl_BBdecoyflare,,1000,200,1000,,400,0,,150,250,400,135,240,105,OMNI,,160,0,1,,,4,4,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,,,0,,,,115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,istl_desertersupply_sm,Light Cargo Rig,Deserter,istl_decoyflares_main,3,1000,300,1500,1250,100,20,,120,70,50,30,60,200,OMNI,,120,0.2,1,,,10,15,200,100,0.5,200,10,12000,8,20,200,0.2,4,2.5,,,,,,,"CIVILIAN, HIDE_IN_CODEX","deserter_bp, no_dealer",,0.5,2,4,,209
Onychomys,istl_flatmouse,Assault Shuttle,Deserter,istl_heavyburn,4,2000,300,2000,1000,100,25,,150,120,90,90,105,150,OMNI,,150,0.2,0.8,,,15,90,25,25,1,25,10,20000,5,20,180,0.25,5,5,,,,,,,"LINER, HIDE_IN_CODEX","deserter_bp, no_dealer",,0.3,2,2,,200
,istl_desertersupply_lg,Heavy Cargo Rig,Deserter,istl_decoyflares_main,6,3000,600,2000,2500,150,30,1,50,30,20,25,15,400,OMNI,,120,0.2,1,,,15,30,500,200,0.5,400,9,30000,5,20,300,0.2,6,3.5,,,,,,,"CIVILIAN, HIDE_IN_CODEX","deserter_bp, no_dealer",,0.5,3,4,,311
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempest,istl_BBtempest,Frigate,Deserter,highenergyfocus,8,1250,200,2500,2813,240,50,1,180,200,175,90,240,200,OMNI,,120,0.2,0.8,,,15,25,30,20,1,20,11,45000,10,20,180,0.25,8,8,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,206
Lilin,istl_bbminerunner,Minerunner,Deserter,istl_mine_strike_sm,6,2500,600,2500,2500,200,35,1,125,180,100,60,100,280,PHASE,istl_damper,0,0,0,,,10,20,75,25,1,45,10,30000,8,12,300,0.2,6,6,,,,,,,"CARRIER, HIDE_IN_CODEX","deserter_bp, no_dealer",,0.3,2,2,,404
Demon,istl_demon,Phase Frigate,Deserter,istl_BBdecoyflare,10,2000,400,2500,3750,360,40,,150,120,100,75,135,180,PHASE,istl_BBphasecloak,,,,0.05,0.05,5,10,10,50,1,50,9,40000,10,20,180,0.25,8,8,,,,,,,"PHASE, HIDE_IN_CODEX","deserter_bp, no_dealer",,0.5,2,2,,228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crasher,istl_crasher,Artillery Ship,Deserter,istl_fastloader_proto,12,4400,600,5400,3750,480,80,,90,60,40,50,40,480,OMNI,,180,0.2,0.8,,,50,90,50,100,2,30,9,120000,5,15,420,0.25,16,16,,,,,,,HIDE_IN_CODEX,"deserter_bp, no_dealer",,0.4,2,3,,303
Reef,istl_reef,Light Carrier,Deserter,istl_precision,10,4000,450,3200,2800,320,80,2,70,50,30,25,25,500,OMNI,,240,0.2,0.8,,,50,90,75,50,2,30,9,105000,5,15,360,0.2,13,13,,,,,,,"CARRIER, HIDE_IN_CODEX","deserter_bp, no_dealer",,0.5,2,3,,507
Slammer,istl_slammer,Destroyer,Deserter,istl_slammerjets,15,4800,750,6000,3750,640,80,,90,60,45,60,45,525,FRONT,,300,0.2,0.8,,,50,90,50,100,2,30,9,135000,5,15,360,0.25,18,18,,,,,,,HIDE_IN_CODEX,"deserter_bp, no_dealer",,0.4,2,3,,303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ifrit,istl_ifrit,Cruiser,Deserter,istl_BBfortressshield,18,9200,1000,9600,12000,720,135,,60,40,30,20,30,1450,OMNI,,360,0.4,1,,,150,250,100,120,3,40,8,225000,3,12,480,0.2,25,25,,,,,,,HIDE_IN_CODEX,"deserter_bp, no_dealer",,0.3,2,4,,217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bladewood,istl_bladewood,Mothership,Deserter,istl_heavyburn,30,15000,1200,15000,18000,1080,240,4,40,20,15,8,4,3200,OMNI,,180,0.2,0.8,,,640,1000,300,500,12,40,8,700000,3,12,720,0.25,50,50,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT, HIDE_IN_CODEX","bladewood_bp, no_dealer",,0.4,2,4,,507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Brave Blade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brave Blade,istlx_braveblade,Attacker,Deserter,istl_bravejets,15,1500,350,4000,3000,480,40,,225,250,225,135,300,180,FRONT,,360,0.2,0.8,,,5,25,20,10,1,20,12,1000000,10,20,240,0.2,12,12,,,,,,,"SHIP_WITH_MODULES, UNBOARDABLE, HIDE_IN_CODEX","no_sell, no_dealer",,0.75,2,3,,206
,istlx_bbladetailbinder,Module,Deserter,istl_bravebits,,500,250,1000,,100,5,,0,0,0,10,10,40,NONE,,0,0,0,,,0,0,0,0,1,0,,400000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","module_unselectable, module_refit_bright, module_hull_bar_only",,1,2,3,,2011
Bolt,istlx_bravebit,,,,,250,100,400,,100,0,,300,450,450,240,300,5,FRONT,,120,0,0.8,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Obsolete",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
