name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sModDesc,sprite
Adaptive Malfunction,vice_adaptive_malfunction,0,,Subsystem,"no_build_in, no_drop, no_drop_salvage",,,,TRUE,,0,0,0,0,data.hullmods.vice.AdaptiveMalfunction,"This AI designed adaptive subsystem appears to be a highly advanced temporal accelerator, but it is clearly malfunctioning. Slows the flow of time onboard by %s.",Decreases performance.,,graphics/vice/hullmods/adaptive_malfunction.png
,,,,,,,,,,,,,,,,,,,
#RAT/HMI/IX,,,,,,,,,,,,,,,,,,,
Adaptive Entropy Arrester,vice_adaptive_entropy_arrester,0,,Subsystem,"defensive, no_build_in, ixbattlegroup",Defenses,20000,,,,0,0,0,0,data.hullmods.vice.AdaptiveEntropyArrester,"This AI designed adaptive subsystem subtly anchors the quantum state of the ship hull, causing it to gradually revert to that state over time. Restores %s of hull every second, reduces the time to repair disabled weapons and engines in combat by %s, and makes the ship immune to Adaptive Entropy Projector discharges. Incompatible with Automated Repair Unit.

Applies to all modules on multi-module ships.",Restores hull over time.,,graphics/vice/hullmods/adaptive_entropy_arrester.png
Abyssal Entropy Projector,vice_adaptive_entropy_projector_abyssal,0,,Subsystem,"special, no_build_in",Special,20000,,,,0,0,0,0,data.hullmods.vice.AdaptiveEntropyProjector,"This unusual adaptive subsystem appears to directly harness the destructive power of transdimensional storms. Charges an entropy projector every %s seconds. When an enemy ship is within %s units, the energy is discharged to strike the target %s times, based on this ship's hull size. Each strike deals %s energy and %s EMP damage, and has a %s chance of striking another enemy within %s units of the first in a chain reaction.

A Chronos Core reduces the charge time to %s seconds.
A Cosmos Core increases the strike range to %s units.

Can be installed on %s ships without modification, and does not affect such ships. Has reduced performance when installed on any other type of drone ship.",Enhances ship system recharge time and degrades enemy ships.,,graphics/vice/hullmods/adaptive_entropy_projector_abyssal.png
Adaptive Entropy Projector,vice_adaptive_entropy_projector,0,,Subsystem,,,20000,,TRUE,,0,0,0,0,data.hullmods.vice.AdaptiveEntropyProjector,"This unusual adaptive subsystem appears to directly harness the destructive power of transdimensional storms. Its late Expansion Epoch system architecture is compatible with modern Tri-Tachyon automation protocols, although the more exotic effects of the subsystem do not appear to be operational.

Charges an entropy projector every %s seconds. When an enemy ship is within %s units, the energy is discharged to strike the target %s times, based on this ship's hull size. Each strike deals %s energy and %s EMP damage.",Enhances ship system recharge time and degrades enemy ships.,,graphics/vice/hullmods/adaptive_entropy_projector.png
Adaptive Flux Dissipator,vice_adaptive_flux_dissipator,0,,Subsystem,"defensive, shields, no_build_in, ixbattlegroup","Defenses, Shields",20000,,,,0,0,0,0,data.hullmods.vice.AdaptiveFluxDissipator,"This AI designed adaptive subsystem modifies the shield emitters to dissipate %s of hard flux buildup while the shields are active. Despite being compatible with the automation protocols used by Remnant fleets, this design bears the hallmarks of a different yet equally frightening machine intellect.

Applies to all modules on multi-module ships.",Dissipate hard flux while shields are active.,,graphics/vice/hullmods/adaptive_flux_dissipator.png
Adaptive Metastatic Growth,vice_adaptive_metastatic_growth,0,,Subsystem,"defensive, offensive, no_build_in, mess_remnant","Defenses, Weapons",20000,,,,0,0,0,0,data.hullmods.vice.AdaptiveMetastaticGrowth,"This bizarre adaptive subsystem causes tumor like nodes of nanite colonies to grow beneath the hull and spread to onboard missile systems. The modifications to missiles appear to be a flawed attempt to create new nanite infection vectors, although they degrade too quickly once away from the primary colony to compromise other ships. Increases hull integrity by %s, missile hull integrity by %s, and missile damage by %s.

Applies to all modules on multi-module ships.",Enhances hull and missiles.,,graphics/vice/hullmods/adaptive_metastatic_growth.png
,,,,,,,,,,,,,,,,,,,
Expanded Deck Crew,expanded_deck_crew,1,,,"special, merc, standard",Fighters,4000,,,,5,10,15,25,data.hullmods.vice.ExpandedDeckCrew,"Reduces the rate at which the fighter replacement rate decreases due to fighter losses by %s, and increases the rate at which it recovers by %s.

Increases the crew required by %s per fighter bay.","Improves fighter replacement rate, increases crew requirements.",,graphics/hullmods/expanded_deck_crew.png
Recovery Shuttles,recovery_shuttles,1,,,"special, standard",Fighters,4000,,,,3,6,9,15,data.hullmods.vice.RecoveryShuttles,Reduces the casualties suffered by fighter pilots by %s.,Reduces fighter pilot casualties.,Increases the fighter pilot casualty reduction to %s.,graphics/hullmods/recovery_shuttles.png
Solar Shielding,solar_shielding,2,,,"defensive, req_spaceport, merc, standard","Defenses, Logistics, Requires Dock",5000,,,,3,6,9,15,data.hullmods.vice.SolarShielding,"Originally developed by Diktat engineers after spending cycles dealing with the unique conditions of the inner Askonia system. Decreases the effect operating in a solar corona has on combat readiness by %s; also has the same effect against storms in deep hyperspace.

In combat, reduces energy damage taken by %s.",Reduces effect of being in corona and energy damage taken.,Increases the protection from solar coronae and similar hazards to %s. Increases the upgrades that can be fitted by %s/%s/%s/%s ordnance points for Sindrian Diktat and Lion's Guard ships that already have this hullmod built-in.,graphics/hullmods/solar_shielding2.png
    Diktat OP Reverter,vice_diktat_op_reverter,,,,,,,,TRUE,TRUE,-3,-6,-9,-15,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Reverts the Solar Shielding OP cost for built-in permamod on LG ships.,,,
,,,,,,,,,,,,,,,,,,,
#Hidden,,,,,,,,,,,,,,,,,,,
Module Handler,vice_module_handler,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.vice.ModuleHandler,(Hidden) Handles adding and deleting shipwide adaptive subsystem hullmods for modular ships.,,,
Strip Fitting Fixer,vice_strip_fixer,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Dummy hullmod used by module handler to fix phantom module permamods when pressing strip on modules.,,,
Mission Deploy,vice_mission_deploy,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.vice.MissionDeploy,(Hidden) %s deployment discount for mission Paragons.,,,
System Inhibitor,vice_system_inhibitor,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.vice.SystemInhibitor,(Hidden) Reduces ship flux capacity to 0 to prevent system activation.,,,
,,,,,,,,,,,,,,,,,,,
#Underworld,,,,,,,,,,,,,,,,,,,
Starlight Militarized Hull,vice_odyssey_milspec_cabal,,,Starlight Cabal,,,,,TRUE,,0,0,0,0,data.hullmods.vice.OdysseyMilspecCabal,"Taking inspiration from the Tri-Tachyon Odyssey, this Cabal vessel has received an extensive upgrade. Its executive shuttle bay has been incorporated into an %s, while its civilian grade High Resolution Sensors have been repurposed into a command uplink for an %s. Enhanced shield emitters also reduce incoming damage by %s. The additional complexity resulting from a widespread use of premium components increases maintenance and deployment cost by %s.",Hull has been enhanced by Tri-Tachyon engineering.,,graphics/vice/hullmods/milspec_hull_cabal.png
EMP Disruptor Drone,vice_disruptor_drone,,,Starlight Cabal,,,,,TRUE,,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,"This ship can operate the Apotheosis, an experimental EMP Disruptor Drone. The high bandwidth requirement limits each ship to operating only a single drone at a time.

To activate a new drone, apply the Apotheosis Protocol hullmod again.",Launches EMP drone.,,graphics/vice/hullmods/disruptor_drone.png
Apotheosis Protocol,vice_apotheosis_protocol,3,,Emergent Technology,"special, no_drop, no_drop_salvage, no_build_in, req_spaceport","Special, Requires Dock",100000,,,,0,0,0,0,data.hullmods.vice.ApotheosisProtocol,"A set of forge templates for building all the components needed to upgrade a variant of the Odyssey operated by underworld affiliates of Tri-Tachyon known as the Starlight Cabal. Improves shields and fighter bay capacity, and equips the ship with an %s disruptor drone, at the expense of its High Resolution Sensors. Also increases supply and deployment cost.

%s: Once completed, the permanent changes made to the ship cannot be undone. 

Apply this hullmod again while Bay 1 is empty and at least 20 ordnance points are available to gain a new disruptor drone.",Upgrades Starlight Odyssey,,graphics/vice/hullmods/disruptor_drone.png
