name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Aurora (KoE),aurora_koe,Cruiser,High Tech,plasmajets,17,8000,800,11000,16000,800,165,,80,50,25,25,25,1800,OMNI,,180,0.5,0.6,,,75,200,150,90,3,30,8,200000,4,20,420,0.25,30,30,,,,,,,HIDE_IN_CODEX,hmi_koe_bp,,0.6,2,3,,405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##Maxwell Scientific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remora (MS),remora_hmimax,Drone Tender,Maxwell Scientific,flarelauncher_active,3,1000,150,1000,,80,25,1,125,90,80,90,120,125,OMNI,,90,0.4,0.6,,,20,40,100,60,0.5,120,9,11000,8,20,180,0.25,3,3,,,,,,,"HIDE_IN_CODEX,CARRIER","hmimax_bp, maxwellsell",,0.5,2,2,,203.5
Cerberus (MS),cerberus_hmimax,Combat Freighter,Maxwell Scientific,burndrive,5,2500,400,1250,1875,150,50,,110,100,75,60,120,300,NONE,,0,0,0,,,20,50,100,40,1,40,10,9000,8,10,240,0.25,4,4,25,100,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.3,2,2,,213
Wayfarer (MS),wayfarer_hmimax,Combat Freighter,Maxwell Scientific,flarelauncher,5,2250,250,1600,1500,120,55,,120,105,70,45,90,300,FRONT,,180,0.4,0.8,,,25,50,150,40,1,40,10,14000,8,10,240,0.25,5,5,30,,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.5,2,2,,221
Wolf (MS),wolf_hmimax,Frigate,Maxwell Scientific,displacer,5,1500,150,2250,1875,150,55,,150,130,100,60,120,200,FRONT,,150,0.4,0.7,,,15,30,50,20,1,20,10,12000,10,20,180,0.25,5,5,,,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.5,2,2,,200
Omen (MS),omen_hmimax,Frigate,Maxwell Scientific,emp,6,750,125,2500,2500,200,40,,155,220,175,120,360,100,OMNI,,360,0.3,0.6,,,10,20,30,20,1,20,10,20000,10,20,180,0.25,6,6,,,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.5,2,2,,205
Vigilance (MS),vigilance_hmimax,Frigate,Maxwell Scientific,fastmissileracks,5,1750,200,2500,2250,180,45,,110,120,100,45,90,100,OMNI,,150,0.4,0.8,,,10,25,40,25,1,25,10,10000,8,10,240,0.25,5,5,,,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.5,2,2,,208
Condor (MS),condor_hmimax,Light Carrier,Maxwell Scientific,fastmissileracks,9,5000,500,2200,1833,110,45,2,40,30,20,20,10,400,OMNI,,120,0.4,1.2,,,90,150,120,30,2,15,9,32000,5,10,360,0.25,10,10,,,,,,,"HIDE_IN_CODEX,CARRIER","hmimax_bp, maxwellsell",,0.5,2,3,,302
Mule (MS),mule_hmimax,Combat Freighter,Maxwell Scientific,maneuveringjets,9,5500,650,3000,2500,150,80,,60,40,20,20,15,500,OMNI,,120,0.4,1,,,40,100,250,80,2,40,9,34000,5,10,420,0.25,7,7,36,125,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.5,2,3,,310
Shrike (MS),shrike_hmimax,Light Destroyer,Maxwell Scientific,microburn,9,2800,250,5400,5833,350,85,,100,100,80,35,80,250,OMNI,,150,0.3,0.7,,,20,40,40,60,2,30,10,20000,5,15,300,0.25,8,8,,,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.7,2,3,,319
Hippocampus (MS),hippocampus_hmimax,Explorer Destroyer,Maxwell Scientific,targetingfeed,16,8500,165,3850,,265,80,2,50,35,15,25,20,400,OMNI,,120,0.4,0.6,,,100,220,185,100,2,50,8,42500,4,8,360,0.25,16,16,,,,,,,"HIDE_IN_CODEX,CARRIER","hmimax_bp, maxwellsell",,0.6,2,3,,305.1111
Apogee (MS),apogee_hmimax,Cruiser,Maxwell Scientific,flarelauncher_active,14,9000,750,12000,14000,700,140,,60,40,30,20,25,2000,FRONT,,360,0.6,0.7,,,150,450,400,200,2,100,8,140000,3,15,420,0.25,20,20,,,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.6,2,3,,403
Fury (MS),fury_hmimax,Light Cruiser,Maxwell Scientific,microburn,14,5000,600,9000,12000,600,130,,95,100,80,30,60,650,OMNI,,180,0.3,0.7,,,60,120,60,80,3,27,9,115000,4,12,420,0.25,20,20,,,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.7,2,3,,415
Odyssey (MS),odyssey_hmimax,Battlecruiser,Maxwell Scientific,microburn,25,10000,1000,15000,25000,1000,280,2,70,50,40,8,12,2500,OMNI,,180,0.25,1,,,400,800,400,450,8,56,8,330000,4,20,600,0.25,45,45,,,,,,,HIDE_IN_CODEX,"hmimax_bp, maxwellsell",,0.6,2,4,,505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afflictor (MS),afflictor_hmiai,Phase Frigate,Maxwell Scientific,entropyamplifier,11,1500,400,3000,5000,400,55,,165,120,100,60,120,200,PHASE,phasecloak,90,,,0.03,0.04,5,10,25,50,1,50,10,42000,10,30,180,0.25,10,10,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.5,2,2,,210
Shade (MS),shade_hmiai,Phase Frigate,Maxwell Scientific,emp,10,1750,400,2500,3750,300,50,,165,120,100,60,120,200,PHASE,phasecloak,90,,,0.05,0.05,10,15,25,50,1,50,10,40000,10,30,180,0.25,8,8,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.5,2,2,,211
Tempest (MS),tempest_hmiai,Frigate,Maxwell Scientific,drone_strike,8,1250,200,2500,2813,225,50,1,180,200,175,90,270,200,OMNI,,120,0.2,0.8,,,15,25,30,20,1,20,11,36000,10,20,180,0.25,8,8,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.5,2,2,,206
Prognosticator (MS),prognosticator_hmiai,Experimental Destroyer,Maxwell Scientific,hmi_timeaccelerator,10,3850,250,5000,,145,30,,85,75,65,30,30,350,OMNI,,120,0.4,0.6,,,50,60,30,30,2,15,9,45000,5,15,240,0.25,11,11,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.5,2,3,,301.1111
Drover (MS),drover_hmiai,Light Carrier,Maxwell Scientific,flarelauncher_active,11,4250,400,3000,2813,225,80,2,75,60,50,25,25,450,FRONT,,300,0.4,0.8,,,90,150,40,40,2,20,9,52000,5,15,360,0.25,14,14,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,CARRIER,COMBAT","hmiai_np, auto_rec, maxwellsell",,0.5,2,3,,318
Medusa (MS),medusa_hmiai,Destroyer,Maxwell Scientific,displacer,12,3000,300,6000,6667,400,100,,100,90,60,40,100,300,OMNI,,120,0.3,0.6,,,35,50,50,40,2,20,9,60000,5,20,300,0.25,12,12,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.7,2,3,,309
Harbinger (MS),harbinger_hmiai,Phase Destroyer,Maxwell Scientific,acausaldisruptor,15,4000,650,5000,10000,500,95,,100,75,50,30,30,400,PHASE,phasecloak,90,,,0.05,0.04,25,50,60,100,2,50,9,120000,5,30,300,0.25,18,18,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.5,2,3,,314
Aurora (MS),aurora_hmiai,Cruiser,Maxwell Scientific,plasmajets,17,8000,800,11000,16000,800,165,,80,50,25,25,25,1800,OMNI,,180,0.5,0.6,,,75,200,150,90,3,30,8,200000,4,20,420,0.25,30,30,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.6,2,3,,405
Brilliant (MS),brilliant_hmiai,Droneship Cruiser,Maxwell Scientific,microburn,16,8000,900,10000,12000,600,140,,60,35,30,20,25,2000,OMNI,,270,0.4,0.6,,,0,0,120,90,3,30,9,140000,5,15,540,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.5,2,3,,413
Doom (MS),doom_hmiai,Phase Cruiser,Maxwell Scientific,mine_strike,22,8000,1250,10000,18000,900,145,,75,55,40,20,25,1200,PHASE,phasecloak,,,,0.05,0.05,50,100,120,150,3,50,8,250000,4,30,420,0.25,35,35,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.5,2,3,,406
Radiant (MS),radiant_hmiai,Drone Battleship,Maxwell Scientific,displacer,30,20000,1500,25000,37500,1500,320,,40,30,20,7,10,3500,OMNI,,270,0.4,0.6,,,0,0,250,400,10,40,8,500000,3,15,720,0.25,60,60,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hmiai_np, auto_rec, maxwellsell",,0.4,2,4,,509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##HMI Boss Factions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feeder Drone,drone_feeder,,Mess Object,,,65,35,400,,100,0,,150,100,150,150,300,10,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,,,,,,,
Heavy Feeder Drone,drone_feeder_heavy,,Mess Object,,,200,35,1000,,150,0,,175,400,300,135,300,40,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,, ,0,,,,100
Stable Mass,mess_stable_mass,Mass Accumulation,Mess Object,,5,1200,400,4000,3333,200,5,,185,120,100,120,120,300,NONE,,0,0,0,,,0,0,90,40,1,30,9,9000,5,12,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_autofit,,0.5,2,3,,300
Medium Stable Mass,mess_stable_med_mass,Mass Accumulation,Mess Object,,5,6000,900,6000,3333,200,5,,120,100,100,90,90,500,NONE,,0,0,0,,,0,0,90,40,1,30,9,9000,5,12,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_autofit,,0.5,2,3,,300
Unstable Mass,mess_unstable_mass,Mass Accumulation,Mess Object,,5,800,100,1250,1875,150,5,3,100,100,100,85,85,300,NONE,,0,0,0,,,0,0,90,40,1,40,9,9000,8,12,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_autofit,,0.4,2,2,,204
Medium Unstable Mass,mess_unstable_med_mass,Mass Accumulation,Mess Object,,5,1900,200,1800,2083,125,5,6,45,35,25,25,15,400,NONE,,0,0,0,,,0,0,180,80,1,80,9,18000,8,12,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_autofit,,0.4,2,2,,204
Amalgamate Mass,mess_amalgam_mass,Mass Accumulation,Mess Object,,5,1000,125,2000,1875,350,60,,75,50,50,85,85,300,NONE,,0,0,0,,,0,0,90,40,1,40,9,9000,8,12,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_autofit,,0.4,2,2,,204
Medium Amalgamate Mass,mess_amalgam_med_mass,Mass Accumulation,Mess Object,,5,5000,300,8000,4167,550,100,,90,60,40,30,60,400,NONE,,0,0,0,,,0,0,180,80,1,80,9,18000,8,12,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_autofit,,0.4,2,2,,204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kite (Mess),mess_kite,Droneshuttle,Mess Object,maneuveringjets,2,900,150,1400,1000,80,30,,140,150,75,45,85,120,NONE,,0,0,0,,,2,30,30,15,1,15,9,4000,5,20,180,0.25,2,2,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.75,2,2,,217
Wolf (Mess),mess_wolf,Small Droneship,Mess Object,displacer_degraded,5,1000,125,2250,1875,150,55,,120,130,100,60,120,200,NONE,,0,0,0,,,0,0,50,20,1,20,9,12000,10,20,180,0.25,5,5,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0,,,,109
Lasher (Mess),mess_lasher,Small Droneship,Mess Object,ammofeed,5,1250,250,2100,1750,140,55,,100,110,90,60,90,200,NONE,,0,0,0,,,0,0,40,25,1,25,9,9000,8,10,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.5,2,2,,200
Wayfarer (Mess),mess_wayfarer,Small Droneship,Mess Object,flarelauncher,5,2250,250,1600,1500,120,55,,120,105,70,45,90,300,NONE,,0,0,0,,,25,50,150,40,1,40,10,14000,8,10,240,0.25,5,5,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.5,2,2,,221
Cerberus (Mess),mess_cerberus,Small Droneship,Mess Object,burndrive,5,1500,350,1250,1875,150,45,,90,100,75,60,120,300,NONE,,0,0,0,,,0,0,100,40,1,40,9,9000,8,10,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.4,2,2,,204
Tarsus (Mess),mess_tarsus,Medium Droneship,Mess Object,burndrive,6,4250,400,1800,2083,125,80,,45,35,25,25,15,400,NONE,,0,0,0,,,30,80,350,80,3,27,8,18000,5,20,420,0.25,3,3,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.5,2,3,,306
Mule (Mess),mess_mule,Medium Droneship,Mess Object,burndrive,9,5500,650,3000,2500,150,80,,60,40,20,20,15,500,NONE,,0,0,0,,,40,100,250,80,2,40,9,34000,5,10,420,0.25,7,7,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.5,2,3,,310
Buffalo (Mess),mess_buffalo,Medium Droneship,Mess Object,flarelauncher_active,5,3000,125,1500,1167,70,60,,50,25,20,15,7,400,NONE,,0,0,0,,,10,20,400,80,2,40,8,20000,5,20,240,0.25,3,3,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.6,2,3,,304
Hammerhead (Mess),mess_hammerhead,Medium Droneship,Mess Object,burndrive,10,4500,350,4200,4167,250,95,,80,60,40,30,60,400,NONE,,0,0,0,,,0,0,100,60,2,30,9,20000,5,12,360,0.25,8,8,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.3,2,2,,213
Hammerhead (Mess Drone),mess_hammerhead_drone,Medium Droneship,Mess Object,burndrive,10,4500,350,4200,4167,250,95,2,80,60,40,30,60,400,NONE,,0,0,0,,,0,0,100,60,2,30,9,20000,5,12,360,0.25,8,8,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, CARRIER","mess, no_autofit",,0.5,2,3,,300
Enforcer (Mess),mess_enforcer,Medium Droneship,Mess Object,burndrive,10,5000,500,4000,3333,200,110,,55,40,20,30,20,500,NONE,,0,0,0,,,0,0,90,90,3,30,9,19000,5,12,420,0.25,9,9,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.5,2,3,,300
Dominator (Mess),mess_dominator,Heavy Droneship,Mess Object,burndrive,15,11000,1300,10000,9000,450,190,2,30,20,10,12,12,2250,NONE,,0,0,0,,,0,0,150,150,5,30,8,56000,4,12,540,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.4,2,3,,303
Colossus (Mess),mess_colossus,Heavy Droneship,Mess Object,burndrive,7,6000,300,2750,2000,100,140,,40,20,10,10,10,1500,NONE,,0,0,0,,,40,200,900,120,4,30,7,40000,3,20,480,0.25,6,6,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.6,2,3,,411
Venture (Mess),mess_venture,Cruiser,Mess Object,burndrive,12,10000,1250,7000,6000,300,110,1,40,15,10,12,6,1500,NONE,,0,0,0,,,0,0,350,120,3,40,7,110000,5,10,540,0.25,15,15,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","mess, no_autofit",,0.4,2,3,,402
Dram (Mess),mess_dram,Central Droneship,Mess Object,reservewing,3,750,200,1500,1250,100,22,2,120,70,50,30,60,200,NONE,,0,0,0,,,0,0,15,300,1,300,9,8000,8,20,180,0.25,2,2,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, CARRIER, COMBAT","mess, no_autofit",,0.4,2,3,,404
Phaeton (Mess),mess_phaeton,Central Droneship,Mess Object,reservewing,6,2000,350,2000,2500,150,45,3,50,30,20,25,15,400,NONE,,0,0,0,,,0,0,20,600,2,300,9,18000,5,20,300,0.25,3,3,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, CARRIER, COMBAT","mess, no_autofit",,0.7,2,4,,209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spark (Mess),mess_spark,,Remnant Mess Object,,,225,20,400,,50,0,,285,400,350,90,270,15,OMNI,,160,0,1,,,0,0,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,mess_remnant,,0,,,,114.1
Lux (Mess),mess_lux,,Remnant Mess Object,,,300,40,500,,50,0,,220,350,350,100,240,30,OMNI,,160,0,1,,,0,0,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,mess_remnant,,0,,,,115.1
Flash (Mess),mess_flash,,Remnant Mess Object,,,300,40,500,,50,0,,170,240,200,40,120,30,OMNI,,160,0,1,,,0,0,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,mess_remnant,,0,,,,116.1
Lumen (Mess),mess_lumen,Small Droneship,Remnant Mess Object,displacer,8,1000,150,2000,2500,200,35,,140,250,200,90,270,150,OMNI,,90,0.8,0.8,,,0,0,40,40,1,40,11,30000,5,10,360,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0.5,2,2,,226.1
Glimmer (Mess),mess_glimmer,Small Droneship,Remnant Mess Object,highenergyfocus,8,1500,200,2500,3125,250,50,1,130,250,200,90,270,200,OMNI,,90,0.8,0.8,,,0,0,60,40,1,40,11,30000,5,10,360,0.25,5,5,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0.5,2,2,,227.1
Aureole,mess_aureole,Small Droneship,Remnant Mess Object,emp,6,2250,500,2200,2188,175,30,,110,200,180,90,270,200,OMNI,,120,0.4,0.6,,,0,0,60,40,1,40,11,35000,5,10,360,0.25,6,6,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0.5,2,2,,227.1
Fulgent (Mess),mess_fulgent,Medium Droneship,Remnant Mess Object,highenergyfocus,12,5000,450,5000,3750,300,100,1,85,75,50,30,50,500,OMNI,,90,0.8,0.8,,,0,0,80,60,2,30,10,50000,5,15,420,0.25,11,11,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0.5,2,3,,317.1
Scintilla (Mess),mess_scintilla,Medium Droneship,Remnant Mess Object,recalldevice,12,5000,350,4000,2500,200,75,3,60,60,25,20,15,500,OMNI,,180,0.8,0.8,,,0,0,40,60,2,30,10,50000,5,20,420,0.25,12,12,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0.5,2,3,,317.1
Revelio (Mess),mess_revelio,Medium Droneship,Remnant Mess Object,highenergyfocus,12,6500,350,8000,2500,225,75,,60,60,30,20,20,550,OMNI,,120,0.4,0.6,,,0,0,40,60,2,30,10,60000,5,20,420,0.25,12,12,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0.5,2,3,,317.1
Brilliant (Mess),mess_brilliant,Heavy Droneship,Remnant Mess Object,plasmajets,16,8000,900,10000,12000,600,140,2,60,35,30,20,25,2000,OMNI,,180,0.9,0.8,,,0,0,100,60,4,15,9,140000,5,15,540,0.25,20,20,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0.5,2,3,,413.1
Ecstacy (Mess),mess_ecstacy,Heavy Droneship,Remnant Mess Object,plasmajets,20,8000,775,12000,12000,625,160,2,70,45,30,35,25,2000,OMNI,,240,0.5,0.6,,,0,0,100,60,4,15,9,180000,5,15,540,0.25,27,27,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,0.1,0.5,2,3,,413.1
Coelum (Mess),mess_hmi_coelum,Droneship Cruiser,Remnant Mess Object,highenergyfocus,28,9500,775,14000,16000,565,160,3,30,20,20,15,20,3000,OMNI,,240,0.5,0.6,,,0,0,50,20,4,5,9,300000,5,15,540,0.25,30,30,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,0.1,0.1,2,3,,414.1
Scandunt (Mess),scandunt_mess,,Remnant Mess Object,hmi_scandunt_emp,,200,100,400,,150,0,,100,400,300,135,300,40,FRONT,,360,0.5,0.7,,,0,0,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,mess_remnant, ,0,,,,100
Apex (Mess),mess_apex,Heavy Droneship,Remnant Mess Object,highenergyfocus,18,12000,1100,12000,11000,550,150,6,50,35,30,12,20,3000,FRONT,,180,0.4,0.6,,,0,0,120,90,3,30,9,170000,5,15,540,0.25,30,30,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0.5,2,3,,414
Radiant (Mess),mess_radiant,Drone Battleship,Remnant Mess Object,plasmajets,30,20000,1500,25000,37500,1500,320,3,40,30,20,7,10,3500,OMNI,,270,0.4,0.6,,,0,0,250,400,10,40,8,600000,3,15,720,0.25,40,40,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,0.05,0.4,2,4,,509
Nova (Mess),mess_nova,Drone Battlecruiser,Remnant Mess Object,nova_burst,24,12000,1000,18000,25000,1000,280,,80,70,50,12,16,3000,FRONT,,90,0.4,0.6,,,0,0,150,300,10,30,9,350000,3,15,600,0.25,40,40,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,0.1,0.5,2,4,,514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remnant Station,mess_remnant_station2,Remnant Mess Station,Remnant Mess Object,,200,50000,1600,1000,2500,100,0,5,30,200,200,3,3,6000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,75,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",mess_remnant,,0,,,,413.2
,mess_remnant_armour1,Remnant Mess Station Armour,,,1,10000,2000,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,413.3
,mess_remnant_armour2,Remnant Mess Station Armour,,,1,5000,800,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,413.4
,mess_remnant_armour3,Remnant Mess Station Armour,,,1,5000,800,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,4,,413.5
,mess_remnant_weapon_platform1,Remnant Mess Weapon Platform,,forgevats_station,1,10000,1500,15000,25000,1000,1000,1,0,0,0,10,10,800,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,413.5
,mess_remnant_weapon_platform2,Remnant Mess Weapon Platform,,,1,6000,1000,10000,18750,750,1000,,0,0,0,10,10,600,NONE, ,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,413.6
,mess_remnant_weapon_platform3,Remnant Mess Weapon Platform,,,1,6000,1250,6000,7500,300,1000,,0,0,0,10,10,400,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,413.7
,mess_remnant_shield1,Remnant Mess Station Citadel,,,1,6000,1250,7000,10000,400,1000,,0,0,0,10,10,500,NONE,,50,0.4,0.8,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,413.8
,mess_remnant_shield2,Remnant Mess Station Citadel,,,1,5000,500,20000,25000,1000,1000,1,0,0,0,10,10,600,NONE,,90,0.4,0.8,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,413.9
,mess_remnant_hangar1,Remnant Mess Station Hangar,,reservewing,1,5000,750,5000,7500,300,1000,4,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,413.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,derelict_ramp_mothership_pod_s_right,Starboard Rampant Growth,,,1,8000,600,2000,2500,250,35,,0,0,0,10,10,70,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2101
,derelict_ramp_mothership_pod_m_right,Stern-Starboard Rampant Growth,,highenergyfocus,1,12000,600,3000,5000,250,60,,0,0,0,10,10,120,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2102
,derelict_ramp_mothership_pod_m_left,Stern Rampant Growth,,highenergyfocus,1,9000,600,8000,5000,400,70,,0,0,0,10,10,150,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2103
,derelict_ramp_mothership_pod_engine_left,Port-Stern Rampant Growth,,flarelauncher,1,16000,600,3000,5000,250,30,,0,0,0,10,10,220,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2104
,derelict_ramp_mothership_bow_module,Rampant Bow Growth,,mine_strike,1,10000,1200,4000,6250,300,50,,0,0,0,10,10,200,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2105
,derelict_ramp_mothership_sensor_mast,Rampant Sensor Growth,,emp,1,7000,500,4000,6250,300,40,,0,0,0,10,10,280,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.7,2,2,,2106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
